x;
AAA;0.2
AA+;0.2
AA;0.2
AA-;0.2
A+;0.5
A;0.5
A-;0.5
BBB+;1
BBB;1
BBB-;1
BB+;1
BB;1
BB-;1
B+;1.5
B;1.5
B-;1.5
CCC+;1.5
CCC;1.5
CCC-;1.5
CC;1.5
C;1.5
D;1.5
